filename,city,lat,long,beautiful,safe,lively,clean,depressing,wealthy
52.324653_4.890038_513d56e9fdc9f03587003080_Amsterdam.JPG,Amsterdam,52.324653,4.890038,4.63405400334,4.85849677946,3.61795515053,5.11493338935,5.87112888351,3.83001833899
52.325979_4.880425_513d57f9fdc9f0358700326b_Amsterdam.JPG,Amsterdam,52.325979,4.880425,3.96242307021,4.28237875491,3.5404070371,5.39357629642,6.14393390711,7.12859502046
52.340488_4.854008_513d56eefdc9f0358700308b_Amsterdam.JPG,Amsterdam,52.340488,4.854008,4.03000553915,2.09334132336,2.70411222213,3.86882843239,5.99186584325,5.67867024703
52.342830_4.893287_513d57e3fdc9f0358700323f_Amsterdam.JPG,Amsterdam,52.34283,4.893287,5.39519514657,2.90533741066,6.47436515156,5.44151918775,4.88067191326,6.1005750023
52.345443_4.934493_513d5692fdc9f03587002ff1_Amsterdam.JPG,Amsterdam,52.345443,4.934493,5.382974942,3.98464172202,2.6315660978,5.65948712133,6.32965166157,4.53771330708
52.346071_4.914376_513d5681fdc9f03587002fd1_Amsterdam.JPG,Amsterdam,52.346071,4.914376,4.05833938966,2.42300427689,3.60933109274,5.15289585716,5.19180860477,6.52614491375
52.346266_4.923862_513d579bfdc9f035870031bc_Amsterdam.JPG,Amsterdam,52.346266,4.923862,4.32806863434,3.02144174994,4.1362426099,8.33333333333,5.36921252031,6.18336114237
52.350637_4.857080_513d565cfdc9f03587002f90_Amsterdam.JPG,Amsterdam,52.350637,4.85708,4.6433629644,2.83104155893,4.32694427505,7.12859502046,4.26458450051,5.6781166247
52.355117_4.932919_513d5747fdc9f03587003136_Amsterdam.JPG,Amsterdam,52.355117,4.932919,3.95704807909,3.20331954047,3.48825942294,5.44603684278,3.96971690537,3.67118596262
52.356051_4.892527_513d5766fdc9f03587003165_Amsterdam.JPG,Amsterdam,52.356051,4.892527,4.32673942102,2.36415616295,4.16718604168,4.62686547748,5.29024484687,4.17432494663
52.358512_4.943212_513d57e5fdc9f03587003244_Amsterdam.JPG,Amsterdam,52.358512,4.943212,3.7697489257,3.04715324614,3.17045538663,8.33333333333,4.11813090536,5.67508989195
52.358655_4.909605_513d5725fdc9f035870030f4_Amsterdam.JPG,Amsterdam,52.358655,4.909605,3.55709317059,3.12648380962,4.08727413131,5.03326978172,6.31485842091,5.33755735615
52.365037_4.943022_513d56e5fdc9f03587003078_Amsterdam.JPG,Amsterdam,52.365037,4.943022,3.20529594903,4.00639108196,2.81893202966,5.81544792087,5.29309515743,5.36976404625
52.366459_4.890352_513d566cfdc9f03587002fa9_Amsterdam.JPG,Amsterdam,52.366459,4.890352,4.54153623386,2.63178264051,3.35932457696,5.94807465565,5.59883372938,6.43022423108
52.374349_4.855189_513d5673fdc9f03587002fb7_Amsterdam.JPG,Amsterdam,52.374349,4.855189,4.48169215886,2.77443803754,3.88106444497,4.94346965879,6.28039072283,5.08098448257
52.377429_4.881678_513d57dcfdc9f03587003236_Amsterdam.JPG,Amsterdam,52.377429,4.881678,4.14611138788,2.09316002174,3.74201126809,6.40459428019,8.33333333333,5.46860566595
52.387172_4.883428_513d5764fdc9f03587003163_Amsterdam.JPG,Amsterdam,52.387172,4.883428,4.40188136034,4.92180019247,3.74871060619,4.47489762885,4.86430491324,4.06798764554
52.392382_4.861216_513d56a2fdc9f0358700300c_Amsterdam.JPG,Amsterdam,52.392382,4.861216,4.89275446613,2.26596799297,3.16226473214,5.6142151958,5.50424903834,6.23723820427
52.366838_4.888553_513d57adfdc9f035870031d9_Amsterdam.JPG,Amsterdam,52.366838,4.888553,4.72486211909,2.86025766514,5.0584796845,6.0728871339,5.05663062263,3.85238362989
52.370110_4.915272_513d56dbfdc9f03587003064_Amsterdam.JPG,Amsterdam,52.37011,4.915272,5.9071239866,2.36600898057,2.84626068204,5.54834841592,6.86754428256,4.5182613313
52.348523_4.862388_513d5701fdc9f035870030b5_Amsterdam.JPG,Amsterdam,52.348523,4.862388,4.13399411924,2.58878803537,3.6388015502,7.12859502046,6.14015058927,5.23853950897
52.349926_4.864462_513d57c5fdc9f0358700320d_Amsterdam.JPG,Amsterdam,52.349926,4.864462,4.13449841426,2.35604334496,4.63923481834,4.8430925775,4.42819388868,4.03507537945
52.340448_4.901762_513d5784fdc9f03587003199_Amsterdam.JPG,Amsterdam,52.340448,4.901762,5.74078430004,2.83516910745,3.77387154021,5.2733531852,5.98068045357,7.12859502046
52.336890_4.877319_513d57cafdc9f03587003213_Amsterdam.JPG,Amsterdam,52.33689,4.877319,6.61159598915,4.18257320881,5.1740205551,6.81224771061,5.65966620057,8.33333333333
