filename,location_id,safe,lively,clean,wealthy,depressing,beautiful,city,lat,long
41.878322_-87.697811_513d2e14fdc9f03587002553_Chicago.JPG,513d2e14fdc9f03587002553,2.32562089169,4.12916414247,5.36488035711,5.60758831468,7.12859502046,7.12859502046,Chicago,41.878322,-87.697811
41.948705_-87.677149_513d34c2fdc9f03587002a61_Chicago.JPG,513d34c2fdc9f03587002a61,5.28850445546,4.58883923201,6.60837116567,4.53135972521,4.34450793734,3.57783732704,Chicago,41.948705,-87.677149
41.917197_-87.725477_513d34aefdc9f03587002a50_Chicago.JPG,513d34aefdc9f03587002a50,3.50048723041,3.48031094006,8.33333333333,3.65329258052,6.22134940717,5.25538111906,Chicago,41.917197,-87.725477
41.946700_-87.696321_513cb626fdc9f035870009f2_Chicago.JPG,513cb626fdc9f035870009f2,2.3221836278,1.98411875469,5.9707701263,3.71563004012,3.14507887642,5.87661203827,Chicago,41.946700,-87.696321
41.761754_-87.701503_513cb527fdc9f035870008f1_Chicago.JPG,513cb527fdc9f035870008f1,2.26492983048,4.34265850686,5.3716080089,5.25549911853,5.3749829208,4.63645107012,Chicago,41.761754,-87.701503
41.926251_-87.744380_513cbf20fdc9f03587001243_Chicago.JPG,513cbf20fdc9f03587001243,3.74884633947,4.13699895997,4.7684948095,6.43581655763,8.33333333333,5.43475495982,Chicago,41.926251,-87.744380
41.864862_-87.725135_513cc122fdc9f0358700144e_Chicago.JPG,513cc122fdc9f0358700144e,5.25664910312,2.87137460922,5.1762474566,7.20272047697,5.9003351589,5.38024059728,Chicago,41.864862,-87.725135
41.827567_-87.601868_513d3104fdc9f03587002796_Chicago.JPG,513d3104fdc9f03587002796,4.17814469774,4.52957977029,5.67301136081,3.31558174299,5.03503500798,6.06710069613,Chicago,41.827567,-87.601868
41.862368_-87.607732_513d361afdc9f03587002b62_Chicago.JPG,513d361afdc9f03587002b62,2.36867734827,3.36185223847,6.20579060495,6.1889648576,6.02907859806,4.08377561134,Chicago,41.862368,-87.607732
41.750850_-87.572308_513d2d16fdc9f03587002497_Chicago.JPG,513d2d16fdc9f03587002497,5.25006014167,3.06396294883,4.23814478941,5.79576711111,5.72782181558,3.80496667807,Chicago,41.750850,-87.572308
41.745304_-87.730463_513d3496fdc9f03587002a40_Chicago.JPG,513d3496fdc9f03587002a40,4.77622827798,3.78932379318,5.03354713103,4.54136726654,5.54965837584,5.50603305697,Chicago,41.745304,-87.730463
41.749434_-87.723089_513cc066fdc9f0358700138c_Chicago.JPG,513cc066fdc9f0358700138c,2.40143056011,4.35466894656,5.61515898202,5.66401664686,5.49799248389,4.64265877695,Chicago,41.749434,-87.723089
41.862481_-87.663885_513cbe32fdc9f03587001163_Chicago.JPG,513cbe32fdc9f03587001163,2.34710141203,2.46947990451,4.47920974506,6.8451889673,3.93145729733,4.46446552235,Chicago,41.862481,-87.663885
41.855010_-87.814527_513cc934fdc9f03587001bec_Chicago.JPG,513cc934fdc9f03587001bec,2.21948632076,3.58387394292,6.25594324675,5.02343092815,4.74938563183,6.22134940717,Chicago,41.855010,-87.814527
41.871703_-87.784700_513d2fcefdc9f035870026a3_Chicago.JPG,513d2fcefdc9f035870026a3,2.53654001296,4.6764481258,5.14927645809,5.79651612416,7.12859502046,3.78190984436,Chicago,41.871703,-87.784700
41.931215_-87.795469_513cb886fdc9f03587000c1f_Chicago.JPG,513cb886fdc9f03587000c1f,3.08017631835,4.60123369964,6.04845637836,4.05174187224,4.88003258101,4.92088543752,Chicago,41.931215,-87.795469
41.871786_-87.712879_513cbb88fdc9f03587000eec_Chicago.JPG,513cbb88fdc9f03587000eec,3.28070156613,5.0773996604,5.76259511077,6.18657131213,4.79711792161,7.12859502046,Chicago,41.871786,-87.712879
41.770466_-87.804861_513cc874fdc9f03587001b38_Chicago.JPG,513cc874fdc9f03587001b38,4.2851528474,6.22134940717,6.60837116567,6.40459428019,7.09575178289,4.9525477173,Chicago,41.770466,-87.804861
